Name,Year,Gender,State,Count
John,2007,M,MI,329
John,2008,M,MI,313
John,2009,M,MI,280
John,2010,M,MI,273
John,2011,M,MI,251
John,2012,M,MI,204
John,2013,M,MI,240
John,2014,M,MI,236
John,1997,M,MN,347
John,1998,M,MN,302
John,1999,M,MN,294
John,2000,M,MN,314
John,2001,M,MN,287
John,2002,M,MN,263
John,2003,M,MN,253
John,2004,M,MN,233
John,2005,M,MN,218
John,2006,M,MN,239
John,2007,M,MN,186
John,2008,M,MN,200
John,2009,M,MN,163
John,2010,M,MN,156
John,2011,M,MN,154
John,2012,M,MN,160
John,2013,M,MN,147
John,2014,M,MN,121
John,1997,M,MO,449
John,1998,M,MO,441
John,1999,M,MO,390
John,2000,M,MO,394
John,2001,M,MO,349
John,2002,M,MO,336
John,2003,M,MO,333
John,2004,M,MO,314
John,2005,M,MO,273
John,2006,M,MO,297
John,2007,M,MO,295
John,2008,M,MO,245
John,2009,M,MO,221
John,2010,M,MO,228
John,2011,M,MO,203
John,2012,M,MO,212
John,2013,M,MO,202
John,2014,M,MO,199
John,1997,M,MS,305
John,1998,M,MS,269
John,1999,M,MS,290
John,2000,M,MS,267
John,2001,M,MS,256
John,2002,M,MS,243
John,2003,M,MS,241
John,2004,M,MS,257
John,2005,M,MS,237
John,2006,M,MS,234
John,2007,M,MS,263
John,2008,M,MS,224
John,2009,M,MS,182
John,2010,M,MS,189
John,2011,M,MS,178
John,2012,M,MS,170
John,2013,M,MS,187
John,2014,M,MS,188
John,1997,M,MT,50
John,1998,M,MT,47
John,1999,M,MT,42
John,2000,M,MT,41
John,2001,M,MT,44
John,2002,M,MT,32
John,2003,M,MT,36
John,2004,M,MT,37
John,2005,M,MT,36
John,2006,M,MT,34
John,2007,M,MT,19
John,2008,M,MT,26
John,2009,M,MT,36
John,2010,M,MT,21
John,2011,M,MT,29
John,2012,M,MT,32
John,2013,M,MT,39
John,2014,M,MT,28
John,1997,M,NC,681
John,1998,M,NC,637
John,1999,M,NC,645
John,2000,M,NC,652
John,2001,M,NC,589
John,2002,M,NC,572
John,2003,M,NC,583
John,2004,M,NC,564
John,2005,M,NC,531
John,2006,M,NC,551
John,2007,M,NC,524
John,2008,M,NC,458
John,2009,M,NC,414
John,2010,M,NC,419
John,2011,M,NC,330
John,2012,M,NC,355
John,2013,M,NC,351
John,2014,M,NC,349
John,1997,M,ND,32
John,1998,M,ND,32
John,1999,M,ND,36
John,2000,M,ND,23
John,2001,M,ND,22
John,2002,M,ND,19
John,2003,M,ND,17
John,2004,M,ND,32
John,2005,M,ND,36
John,2006,M,ND,24
John,2007,M,ND,14
John,2008,M,ND,14
John,2009,M,ND,14
John,2010,M,ND,27
John,2011,M,ND,16
John,2012,M,ND,19
John,2013,M,ND,22
John,2014,M,ND,22
John,1997,M,NE,94
John,1998,M,NE,108
John,1999,M,NE,104
John,2000,M,NE,111
John,2001,M,NE,94
John,2002,M,NE,70
John,2003,M,NE,79
John,2004,M,NE,87
John,2005,M,NE,68
John,2006,M,NE,85
John,2007,M,NE,72
John,2008,M,NE,51
John,2009,M,NE,64
John,2010,M,NE,54
John,2011,M,NE,61
John,2012,M,NE,51
John,2013,M,NE,54
John,2014,M,NE,75
John,1997,M,NH,87
John,1998,M,NH,71
John,1999,M,NH,82
John,2000,M,NH,89
John,2001,M,NH,77
John,2002,M,NH,70
John,2003,M,NH,72
John,2004,M,NH,59
John,2005,M,NH,53
John,2006,M,NH,54
John,2007,M,NH,54
John,2008,M,NH,56
John,2009,M,NH,44
John,2010,M,NH,51
John,2011,M,NH,38
John,2012,M,NH,40
John,2013,M,NH,35
John,2014,M,NH,42
John,1997,M,NJ,878
John,1998,M,NJ,869
John,1999,M,NJ,876
John,2000,M,NJ,863
John,2001,M,NJ,815
John,2002,M,NJ,713
John,2003,M,NJ,695
John,2004,M,NJ,641
John,2005,M,NJ,690
John,2006,M,NJ,569
John,2007,M,NJ,523
John,2008,M,NJ,482
John,2009,M,NJ,410
John,2010,M,NJ,390
John,2011,M,NJ,436
John,2012,M,NJ,368
John,2013,M,NJ,316
John,2014,M,NJ,346
John,1997,M,NM,112
John,1998,M,NM,87
John,1999,M,NM,82
John,2000,M,NM,69
John,2001,M,NM,69
John,2002,M,NM,77
John,2003,M,NM,64
John,2004,M,NM,62
John,2005,M,NM,60
John,2006,M,NM,61
John,2007,M,NM,60
John,2008,M,NM,43
John,2009,M,NM,61
John,2010,M,NM,46
John,2011,M,NM,50
John,2012,M,NM,45
John,2013,M,NM,44
John,2014,M,NM,37
John,1997,M,NV,80
John,1998,M,NV,99
John,1999,M,NV,87
John,2000,M,NV,103
John,2001,M,NV,88
John,2002,M,NV,99
John,2003,M,NV,95
John,2004,M,NV,106
John,2005,M,NV,83
John,2006,M,NV,93
John,2007,M,NV,83
John,2008,M,NV,71
John,2009,M,NV,80
John,2010,M,NV,54
John,2011,M,NV,72
John,2012,M,NV,54
John,2013,M,NV,58
John,2014,M,NV,68
John,2000,F,NY,5
John,2005,F,NY,5
John,1997,M,NY,1713
John,1998,M,NY,1660
John,1999,M,NY,1682
John,2000,M,NY,1642
John,2001,M,NY,1484
John,2002,M,NY,1380
John,2003,M,NY,1327
John,2004,M,NY,1304
John,2005,M,NY,1207
John,2006,M,NY,1105
John,2007,M,NY,1127
John,2008,M,NY,911
John,2009,M,NY,841
John,2010,M,NY,851
John,2011,M,NY,753
John,2012,M,NY,717
John,2013,M,NY,721
John,2014,M,NY,680
John,1997,M,OH,878
John,1998,M,OH,854
John,1999,M,OH,813
John,2000,M,OH,786
John,2001,M,OH,738
John,2002,M,OH,675
John,2003,M,OH,618
John,2004,M,OH,565
John,2005,M,OH,555
John,2006,M,OH,533
John,2007,M,OH,535
John,2008,M,OH,471
John,2009,M,OH,411
John,2010,M,OH,374
John,2011,M,OH,396
John,2012,M,OH,376
John,2013,M,OH,396
John,2014,M,OH,323
John,1997,M,OK,204
John,1998,M,OK,199
John,1999,M,OK,231
John,2000,M,OK,190
John,2001,M,OK,176
John,2002,M,OK,194
John,2003,M,OK,183
John,2004,M,OK,144
John,2005,M,OK,147
John,2006,M,OK,160
John,2007,M,OK,151
John,2008,M,OK,136
John,2009,M,OK,119
John,2010,M,OK,127
John,2011,M,OK,102
John,2012,M,OK,118
John,2013,M,OK,129
John,2014,M,OK,101
John,1997,M,OR,146
John,1998,M,OR,160
John,1999,M,OR,146
John,2000,M,OR,143
John,2001,M,OR,136
John,2002,M,OR,121
John,2003,M,OR,109
John,2004,M,OR,117
John,2005,M,OR,108
John,2006,M,OR,121
John,2007,M,OR,116
John,2008,M,OR,97
John,2009,M,OR,77
John,2010,M,OR,102
John,2011,M,OR,86
John,2012,M,OR,79
John,2013,M,OR,85
John,2014,M,OR,100
John,2005,F,PA,5
John,2006,F,PA,7
John,1997,M,PA,1077
John,1998,M,PA,1063
John,1999,M,PA,1009
John,2000,M,PA,1013
John,2001,M,PA,988
John,2002,M,PA,899
John,2003,M,PA,866
John,2004,M,PA,792
John,2005,M,PA,774
John,2006,M,PA,736
John,2007,M,PA,671
John,2008,M,PA,629
John,2009,M,PA,589
John,2010,M,PA,590
John,2011,M,PA,612
John,2012,M,PA,563
John,2013,M,PA,502
John,2014,M,PA,516
John,1997,M,RI,96
John,1998,M,RI,87
John,1999,M,RI,105
John,2000,M,RI,96
John,2001,M,RI,92
John,2002,M,RI,72
John,2003,M,RI,87
John,2004,M,RI,74
John,2005,M,RI,65
John,2006,M,RI,69
John,2007,M,RI,63
John,2008,M,RI,52
John,2009,M,RI,51
John,2010,M,RI,44
John,2011,M,RI,38
John,2012,M,RI,36
John,2013,M,RI,41
John,2014,M,RI,42
John,1997,M,SC,326
John,1998,M,SC,351
John,1999,M,SC,304
John,2000,M,SC,346
John,2001,M,SC,303
John,2002,M,SC,288
John,2003,M,SC,319
John,2004,M,SC,298
John,2005,M,SC,309
John,2006,M,SC,281
John,2007,M,SC,266
John,2008,M,SC,287
John,2009,M,SC,224
John,2010,M,SC,227
John,2011,M,SC,196
John,2012,M,SC,202
John,2013,M,SC,194
John,2014,M,SC,197
John,1997,M,SD,38
John,1998,M,SD,43
John,1999,M,SD,30
John,2000,M,SD,28
John,2001,M,SD,27
John,2002,M,SD,27
John,2003,M,SD,24
John,2004,M,SD,28
John,2005,M,SD,31
John,2006,M,SD,21
John,2007,M,SD,23
John,2008,M,SD,33
John,2009,M,SD,25
John,2010,M,SD,30
John,2011,M,SD,23
John,2012,M,SD,35
John,2013,M,SD,23
John,2014,M,SD,19
John,1997,M,TN,571
John,1998,M,TN,560
John,1999,M,TN,513
John,2000,M,TN,530
John,2001,M,TN,509
John,2002,M,TN,429
John,2003,M,TN,449
John,2004,M,TN,416
John,2005,M,TN,402
John,2006,M,TN,399
John,2007,M,TN,381
John,2008,M,TN,350
John,2009,M,TN,344
John,2010,M,TN,332
John,2011,M,TN,314
John,2012,M,TN,305
John,2013,M,TN,340
John,2014,M,TN,319
John,1997,M,TX,1689
John,1998,M,TX,1709
John,1999,M,TX,1692
John,2000,M,TX,1636
John,2001,M,TX,1619
John,2002,M,TX,1509
John,2003,M,TX,1450
John,2004,M,TX,1482
John,2005,M,TX,1470
John,2006,M,TX,1355
John,2007,M,TX,1339
John,2008,M,TX,1195
John,2009,M,TX,1127
John,2010,M,TX,1113
John,2011,M,TX,982
John,2012,M,TX,1009
John,2013,M,TX,1011
John,2014,M,TX,1066
John,1997,M,UT,132
John,1998,M,UT,122
John,1999,M,UT,136
John,2000,M,UT,114
John,2001,M,UT,121
John,2002,M,UT,113
John,2003,M,UT,132
John,2004,M,UT,100
John,2005,M,UT,85
John,2006,M,UT,103
John,2007,M,UT,113
John,2008,M,UT,108
John,2009,M,UT,106
John,2010,M,UT,92
John,2011,M,UT,108
John,2012,M,UT,91
John,2013,M,UT,89
John,2014,M,UT,91
John,1997,M,VA,682
John,1998,M,VA,617
John,1999,M,VA,594
John,2000,M,VA,636
John,2001,M,VA,628
John,2002,M,VA,560
John,2003,M,VA,541
John,2004,M,VA,589
John,2005,M,VA,487
John,2006,M,VA,490
John,2007,M,VA,474
John,2008,M,VA,424
John,2009,M,VA,405
John,2010,M,VA,353
John,2011,M,VA,372
John,2012,M,VA,339
John,2013,M,VA,361
John,2014,M,VA,368
John,1997,M,VT,35
John,1998,M,VT,31
John,1999,M,VT,30
John,2000,M,VT,34
John,2001,M,VT,30
John,2002,M,VT,20
John,2003,M,VT,35
John,2004,M,VT,24
John,2005,M,VT,29
John,2006,M,VT,17
John,2007,M,VT,18
John,2008,M,VT,16
John,2009,M,VT,23
John,2010,M,VT,15
John,2011,M,VT,11
John,2012,M,VT,11
John,2013,M,VT,10
John,2014,M,VT,17
John,1997,M,WA,280
John,1998,M,WA,277
John,1999,M,WA,268
John,2000,M,WA,276
John,2001,M,WA,269
John,2002,M,WA,248
John,2003,M,WA,212
John,2004,M,WA,205
John,2005,M,WA,210
John,2006,M,WA,181
John,2007,M,WA,192
John,2008,M,WA,185
John,2009,M,WA,187
John,2010,M,WA,175
John,2011,M,WA,177
John,2012,M,WA,183
John,2013,M,WA,184
John,2014,M,WA,142
John,1997,M,WI,289
John,1998,M,WI,250
John,1999,M,WI,263
John,2000,M,WI,242
John,2001,M,WI,243
John,2002,M,WI,216
John,2003,M,WI,246
John,2004,M,WI,222
John,2005,M,WI,181
John,2006,M,WI,193
John,2007,M,WI,171
John,2008,M,WI,153
John,2009,M,WI,144
John,2010,M,WI,137
John,2011,M,WI,125
John,2012,M,WI,132
John,2013,M,WI,108
John,2014,M,WI,134
John,1997,M,WV,115
John,1998,M,WV,114
John,1999,M,WV,124
John,2000,M,WV,110
John,2001,M,WV,94
John,2002,M,WV,107
John,2003,M,WV,100
John,2004,M,WV,83
John,2005,M,WV,71
John,2006,M,WV,95
John,2007,M,WV,75
John,2008,M,WV,64
John,2009,M,WV,53
John,2010,M,WV,50
John,2011,M,WV,62
John,2012,M,WV,64
John,2013,M,WV,64
John,2014,M,WV,64
John,1997,M,WY,16
John,1998,M,WY,21
John,1999,M,WY,21
John,2000,M,WY,21
John,2001,M,WY,16
John,2002,M,WY,17
John,2003,M,WY,23
John,2004,M,WY,14
John,2005,M,WY,14
John,2006,M,WY,12
John,2007,M,WY,10
John,2008,M,WY,15
John,2009,M,WY,15
John,2010,M,WY,12
John,2011,M,WY,21
John,2012,M,WY,16
John,2013,M,WY,16
John,2014,M,WY,7
Paul,1997,M,AK,19
Paul,1998,M,AK,14
Paul,1999,M,AK,20
Paul,2000,M,AK,16
Paul,2001,M,AK,7
Paul,2002,M,AK,10
Paul,2003,M,AK,6
Paul,2004,M,AK,12
Paul,2005,M,AK,16
Paul,2006,M,AK,12
Paul,2007,M,AK,14
Paul,2008,M,AK,5
Paul,2009,M,AK,12
Paul,2010,M,AK,12
Paul,2011,M,AK,14
Paul,2012,M,AK,18
Paul,2013,M,AK,10
Paul,2014,M,AK,8
Paul,1997,M,AL,45
Paul,1998,M,AL,46
Paul,1999,M,AL,52
Paul,2000,M,AL,45
Paul,2001,M,AL,29
Paul,2002,M,AL,42
Paul,2003,M,AL,29
Paul,2004,M,AL,35
Paul,2005,M,AL,30
Paul,2006,M,AL,44
Paul,2007,M,AL,32
Paul,2008,M,AL,27
Paul,2009,M,AL,28
Paul,2010,M,AL,29
Paul,2011,M,AL,28
Paul,2012,M,AL,14
Paul,2013,M,AL,16
Paul,2014,M,AL,29
Paul,1997,M,AR,19
Paul,1998,M,AR,30
Paul,1999,M,AR,27
Paul,2000,M,AR,25
Paul,2001,M,AR,26
Paul,2002,M,AR,16
Paul,2003,M,AR,18
Paul,2004,M,AR,25
Paul,2005,M,AR,20
Paul,2006,M,AR,24
Paul,2007,M,AR,22
Paul,2008,M,AR,30
Paul,2009,M,AR,22
Paul,2010,M,AR,16
Paul,2011,M,AR,11
Paul,2012,M,AR,8
Paul,2013,M,AR,11
Paul,2014,M,AR,12
Paul,1997,M,AZ,82
Paul,1998,M,AZ,79
Paul,1999,M,AZ,71
Paul,2000,M,AZ,60
Paul,2001,M,AZ,65
Paul,2002,M,AZ,65
Paul,2003,M,AZ,83
Paul,2004,M,AZ,68
Paul,2005,M,AZ,67
Paul,2006,M,AZ,74
Paul,2007,M,AZ,65
Paul,2008,M,AZ,77
Paul,2009,M,AZ,44
Paul,2010,M,AZ,42
Paul,2011,M,AZ,53
Paul,2012,M,AZ,40
Paul,2013,M,AZ,51
Paul,2014,M,AZ,43
Paul,1997,M,CA,576
Paul,1998,M,CA,535
Paul,1999,M,CA,481
Paul,2000,M,CA,435
Paul,2001,M,CA,468
Paul,2002,M,CA,426
Paul,2003,M,CA,402
Paul,2004,M,CA,412
Paul,2005,M,CA,435
Paul,2006,M,CA,366
Paul,2007,M,CA,361
Paul,2008,M,CA,309
Paul,2009,M,CA,269
Paul,2010,M,CA,267
Paul,2011,M,CA,270
Paul,2012,M,CA,235
Paul,2013,M,CA,226
Paul,2014,M,CA,249
Paul,1997,M,CO,73
Paul,1998,M,CO,79
Paul,1999,M,CO,56
Paul,2000,M,CO,61
Paul,2001,M,CO,50
Paul,2002,M,CO,59
Paul,2003,M,CO,41
Paul,2004,M,CO,48
Paul,2005,M,CO,48
Paul,2006,M,CO,47
Paul,2007,M,CO,36
Paul,2008,M,CO,32
Paul,2009,M,CO,33
Paul,2010,M,CO,35
Paul,2011,M,CO,28
Paul,2012,M,CO,22
Paul,2013,M,CO,43
Paul,2014,M,CO,33
Paul,1997,M,CT,89
Paul,1998,M,CT,71
Paul,1999,M,CT,55
Paul,2000,M,CT,45
Paul,2001,M,CT,38
Paul,2002,M,CT,43
Paul,2003,M,CT,43
Paul,2004,M,CT,45
Paul,2005,M,CT,37
Paul,2006,M,CT,38
Paul,2007,M,CT,36
Paul,2008,M,CT,35
Paul,2009,M,CT,33
Paul,2010,M,CT,24
Paul,2011,M,CT,28
Paul,2012,M,CT,32
Paul,2013,M,CT,29
Paul,2014,M,CT,31
Paul,1997,M,DC,30
Paul,1998,M,DC,18
Paul,1999,M,DC,13
Paul,2000,M,DC,16
Paul,2001,M,DC,12
Paul,2002,M,DC,17
Paul,2003,M,DC,18
Paul,2004,M,DC,21
Paul,2005,M,DC,19
Paul,2006,M,DC,13
Paul,2007,M,DC,8
Paul,2008,M,DC,10
Paul,2009,M,DC,8
Paul,2010,M,DC,10
Paul,2011,M,DC,10
Paul,2012,M,DC,12
Paul,2013,M,DC,11
Paul,2014,M,DC,9
Paul,1997,M,DE,16
Paul,1998,M,DE,10
Paul,1999,M,DE,10
Paul,2000,M,DE,15
Paul,2001,M,DE,20
Paul,2002,M,DE,7
Paul,2003,M,DE,8
Paul,2004,M,DE,10
Paul,2005,M,DE,16
Paul,2006,M,DE,12
Paul,2007,M,DE,13
Paul,2008,M,DE,11
Paul,2009,M,DE,13
Paul,2011,M,DE,6
Paul,2013,M,DE,6
Paul,2014,M,DE,6
Paul,1997,M,FL,206
Paul,1998,M,FL,186
Paul,1999,M,FL,165
Paul,2000,M,FL,197
Paul,2001,M,FL,166
Paul,2002,M,FL,146
Paul,2003,M,FL,160
Paul,2004,M,FL,145
Paul,2005,M,FL,129
Paul,2006,M,FL,153
Paul,2007,M,FL,135
Paul,2008,M,FL,131
Paul,2009,M,FL,134
Paul,2010,M,FL,103
Paul,2011,M,FL,93
Paul,2012,M,FL,85
Paul,2013,M,FL,99
Paul,2014,M,FL,86
Paul,1997,M,GA,104
Paul,1998,M,GA,108
Paul,1999,M,GA,112
Paul,2000,M,GA,90
Paul,2001,M,GA,75
Paul,2002,M,GA,92
Paul,2003,M,GA,96
Paul,2004,M,GA,82
Paul,2005,M,GA,81
Paul,2006,M,GA,72
Paul,2007,M,GA,71
Paul,2008,M,GA,63
Paul,2009,M,GA,63
Paul,2010,M,GA,59
Paul,2011,M,GA,65
Paul,2012,M,GA,56
Paul,2013,M,GA,54
Paul,2014,M,GA,43
